Datetime,Apple,Amazon,Google,Meta,Netflix
2025-11-03 14:30:00+00:00,267.6300048828125,255.33999633789062,283.1099853515625,648.506591796875,1099.6817626953125
2025-11-03 15:30:00+00:00,266.6400146484375,255.4600067138672,282.94000244140625,649.875,1080.43994140625
2025-11-03 16:30:00+00:00,267.5350036621094,256.01031494140625,282.8399963378906,650.1699829101562,1089.8499755859375
2025-11-03 17:30:00+00:00,267.6780090332031,256.510009765625,282.7099914550781,644.1400146484375,1093.52001953125
2025-11-03 18:30:00+00:00,267.30999755859375,255.06500244140625,283.29998779296875,644.4600219726562,1095.800048828125
2025-11-03 19:30:00+00:00,267.6199951171875,254.8699951171875,285.1099853515625,642.3699951171875,1099.25
2025-11-03 20:30:00+00:00,269.05999755859375,254.05999755859375,284.25,637.719970703125,1099.5699462890625
2025-11-04 14:30:00+00:00,268.42999267578125,253.38999938964844,280.2699890136719,635.3557739257812,1098.31396484375
2025-11-04 15:30:00+00:00,270.6099853515625,252.44009399414062,279.3760986328125,631.97998046875,1092.5550537109375
2025-11-04 16:30:00+00:00,270.010009765625,250.9550018310547,278.25,631.5449829101562,1095.0699462890625
2025-11-04 17:30:00+00:00,270.6383972167969,249.8699951171875,277.45001220703125,629.4317016601562,1092.719970703125
2025-11-04 18:30:00+00:00,270.5104064941406,249.75,278.67999267578125,630.2100219726562,1090.7249755859375
2025-11-04 19:30:00+00:00,270.09051513671875,249.42999267578125,277.8599853515625,629.52001953125,1088.31005859375
2025-11-04 20:30:00+00:00,270.2099914550781,249.42999267578125,278.05999755859375,627.52001953125,1093.1500244140625
2025-11-05 14:30:00+00:00,269.0101013183594,248.60000610351562,283.7087097167969,637.405029296875,1086.5450439453125
2025-11-05 15:30:00+00:00,270.2900085449219,249.10000610351562,283.9800109863281,637.530029296875,1089.074951171875
2025-11-05 16:30:00+00:00,269.9700012207031,249.80999755859375,283.5299987792969,637.3350219726562,1097.364990234375
2025-11-05 17:30:00+00:00,270.1199951171875,249.97000122070312,283.864013671875,641.4099731445312,1092.6600341796875
2025-11-05 18:30:00+00:00,270.42999267578125,249.12060546875,284.4200134277344,638.02001953125,1093.2015380859375
2025-11-05 19:30:00+00:00,269.6000061035156,248.44000244140625,284.4100036621094,639.0850219726562,1093.9595947265625
2025-11-05 20:30:00+00:00,270.1099853515625,250.24000549316406,284.7799987792969,636.0,1098.4599609375
2025-11-06 14:30:00+00:00,272.82000732421875,247.1595001220703,285.2099914550781,625.0599975585938,1093.06396484375
2025-11-06 15:30:00+00:00,272.1814880371094,243.66000366210938,284.1907043457031,622.1599731445312,1100.8299560546875
2025-11-06 16:30:00+00:00,271.42498779296875,243.94000244140625,285.4949951171875,624.3900146484375,1102.1800537109375
2025-11-06 17:30:00+00:00,271.3500061035156,244.11000061035156,285.94000244140625,623.4400024414062,1094.0999755859375
2025-11-06 18:30:00+00:00,271.9901123046875,245.40989685058594,287.5696105957031,624.7550048828125,1090.2950439453125
2025-11-06 19:30:00+00:00,271.2099914550781,244.1199951171875,285.8349914550781,621.4000244140625,1093.0799560546875
2025-11-06 20:30:00+00:00,269.6600036621094,243.0800018310547,285.3500061035156,619.0999755859375,1097.3900146484375
2025-11-07 14:30:00+00:00,271.5799865722656,240.9499969482422,278.7900085449219,606.5928955078125,1101.5699462890625
2025-11-07 15:30:00+00:00,269.5299987792969,240.00999450683594,277.1709899902344,604.5499877929688,1092.3900146484375
2025-11-07 16:30:00+00:00,269.1099853515625,239.75999450683594,277.8699951171875,608.219970703125,1090.6939697265625
2025-11-07 17:30:00+00:00,268.45001220703125,240.5500030517578,278.1033935546875,612.8026733398438,1095.530029296875
2025-11-07 18:30:00+00:00,267.25,241.48989868164062,277.82000732421875,614.9080200195312,1096.1099853515625
2025-11-07 19:30:00+00:00,267.7598876953125,243.3699951171875,278.9909973144531,618.3499755859375,1101.3900146484375
2025-11-07 20:30:00+00:00,268.4200134277344,244.41000366210938,279.6300048828125,621.5999755859375,1103.3800048828125
